scheme,stage,modulation,N,M,train_ebn0_db,eval_ebn0_db,epochs,cfo_span,best_global_epoch,best_stage_epoch,val_total,val_Lce,val_Lmse,val_Lguard,val_Lhard,val_L0,val_Loff,val_Ldiag,val_LV,val_Lnn,val_Lspec,val_ber,val_ser,hard_cfo_weighted_ber,residual_scale,clean_identity_loss,clean_offdiag_leakage,mean_validation_offdiag,mean_validation_diag_loss,mean_validation_local_leakage,validation_symbol_loss,validation_spectral_loss,receiver_fro_norm_sq,stage_failed,stop_reason
LearnedNonlinear,NonlinearOnly,16QAM,45,64,15.0,12.0,40,0.1,1,1,4.228236198425293,2.055206060409546,0.04824983701109886,0.09832063317298889,2.122145891189575,0.0016871170373633504,0.0014811931177973747,0.004535644315183163,43.64590072631836,0.0001474570599384606,0.0,0.02248263917863369,0.08576388657093048,0.07060763984918594,0.09999999403953552,0.0016871170373633504,0.001452931552194059,0.001595220877788961,0.00860517006367445,0.00016694322403054684,0.04824983701109886,0.0,43.64590072631836,False,Completed.
