scheme,stage,modulation,N,M,train_ebn0_db,eval_ebn0_db,epochs,cfo_span,best_global_epoch,best_stage_epoch,val_total,val_Lce,val_Lmse,val_Lguard,val_Lhard,val_L0,val_Loff,val_Ldiag,val_LV,val_Lnn,val_Lspec,val_ber,val_ser,hard_cfo_weighted_ber,residual_scale,clean_identity_loss,clean_offdiag_leakage,mean_validation_offdiag,mean_validation_diag_loss,mean_validation_local_leakage,validation_symbol_loss,validation_spectral_loss,receiver_fro_norm_sq,stage_failed,stop_reason
LearnedNonlinear,NonlinearOnly,16QAM,45,64,15.0,12.0,35,0.1,1,1,4.228385925292969,2.054784059524536,0.049846310168504715,0.09832841157913208,2.122699737548828,0.0016871170373633504,0.0014811931177973747,0.004535644315183163,43.64590072631836,0.0001474570599384606,0.0,0.02482638880610466,0.09270833432674408,0.0697699636220932,0.09999999403953552,0.0016871170373633504,0.001452931552194059,0.001595220877788961,0.00860517006367445,0.00016694322403054684,0.049846310168504715,0.0,43.64590072631836,False,Completed.
LearnedNonlinear,ReopenV,16QAM,45,64,15.0,12.0,25,0.1,45,10,4.211082935333252,2.051309108734131,0.049805816262960434,0.08531492948532104,2.1119656562805176,0.0015108201187103987,0.0014884498668834567,0.004599456675350666,44.30796813964844,0.00013612379552796483,0.0,0.02578124962747097,0.0972222238779068,0.07196614146232605,0.10035630315542221,0.0015108201187103987,0.0014364281669259071,0.0015811085468158126,0.00872728880494833,0.0001531047309981659,0.049805816262960434,0.0,44.30796813964844,False,Completed.
