method,method_label,eps,integrated_log10_ber_vs_snr,ber_at_lowest_snr,ber_at_highest_snr
OFDM,Classical OFDM,0.0,-4.1404043589778965,0.14184027777777777,0.05668402777777778
Learned,Learned Basis,0.0,-4.0565296610271,0.1423611111111111,0.06432291666666666
LearnedNonlinear,Learned + Nonlinear RX,0.0,-4.05957493828624,0.1421875,0.06545138888888889
OFDM,Classical OFDM,0.05,-3.762257578605374,0.15416666666666667,0.08081597222222223
Learned,Learned Basis,0.05,-3.736070535097369,0.15720486111111112,0.09019097222222222
LearnedNonlinear,Learned + Nonlinear RX,0.05,-3.715909779850321,0.15651041666666668,0.09192708333333334
OFDM,Classical OFDM,0.1,-3.102382619025776,0.19609375,0.14487847222222222
Learned,Learned Basis,0.1,-3.077855946413593,0.20121527777777778,0.14618055555555556
LearnedNonlinear,Learned + Nonlinear RX,0.1,-3.0612739141333334,0.20034722222222223,0.14852430555555557
