scheme,stage,modulation,N,M,train_ebn0_db,eval_ebn0_db,epochs,cfo_span,best_global_epoch,best_stage_epoch,val_total,val_Lce,val_Lmse,val_L0,val_Loff,val_Ldiag,val_LV,val_Lnn,val_Lspec,val_ber,val_ser,hard_cfo_weighted_ber,residual_scale,clean_identity_loss,clean_offdiag_leakage,mean_validation_offdiag,mean_validation_diag_loss,mean_validation_local_leakage,validation_symbol_loss,validation_spectral_loss,receiver_fro_norm_sq,stage_failed,stop_reason
LearnedNonlinear,NonlinearOnly,16QAM,45,64,15.0,12.0,4,0.1,4,4,2.0419461727142334,2.013838768005371,0.05484449118375778,0.0021679734345525503,0.0022026472724974155,0.004639104474335909,44.690834045410156,0.00020769827824551612,0.0,0.0321180559694767,0.12083332985639572,0.0715104192495346,0.10023793578147888,0.0021679734345525503,0.0021428309846669436,0.002283361041918397,0.008804558776319027,0.00022409566736314446,0.05484449118375778,0.0,44.690834045410156,False,Completed.
