scheme,stage,modulation,N,M,train_ebn0_db,eval_ebn0_db,epochs,cfo_span,best_global_epoch,best_stage_epoch,val_total,val_Lce,val_Lmse,val_Lguard,val_Leps,val_Lhard,val_L0,val_Loff,val_Ldiag,val_LV,val_Lnn,val_Lspec,val_ber,val_ser,hard_cfo_weighted_ber,residual_scale,cancellation_scale,eps_hat_mae,clean_identity_loss,clean_offdiag_leakage,mean_validation_offdiag,mean_validation_diag_loss,mean_validation_local_leakage,validation_symbol_loss,validation_spectral_loss,receiver_fro_norm_sq,stage_failed,stop_reason
LearnedNonlinear,NonlinearOnly,16QAM,44,64,15.0,12.0,5,0.1,3,3,4.311142921447754,2.0539767742156982,0.041879117488861084,0.09513883292675018,0.2983957529067993,2.1799330711364746,0.0008220350136980414,0.0005172532983124256,0.0033590043894946575,42.370025634765625,0.00010266351455356926,0.0,0.01984197460114956,0.07741477340459824,0.05506591126322746,0.10015690326690674,0.10015638172626495,0.046316929161548615,0.0008220350136980414,0.00037025733035989106,0.0006941063329577446,0.006374572869390249,0.00018338057270739228,0.041879117488861084,0.0,42.370025634765625,False,Completed.
