method,method_label,papr_db
LearnedNonlinear,Learned + Nonlinear RX,4.6634893
LearnedNonlinear,Learned + Nonlinear RX,5.587375
LearnedNonlinear,Learned + Nonlinear RX,5.956256
LearnedNonlinear,Learned + Nonlinear RX,4.840601
LearnedNonlinear,Learned + Nonlinear RX,5.1289344
LearnedNonlinear,Learned + Nonlinear RX,5.2403154
LearnedNonlinear,Learned + Nonlinear RX,6.050316
LearnedNonlinear,Learned + Nonlinear RX,6.3980923
LearnedNonlinear,Learned + Nonlinear RX,5.0527706
LearnedNonlinear,Learned + Nonlinear RX,4.563771
LearnedNonlinear,Learned + Nonlinear RX,5.100076
LearnedNonlinear,Learned + Nonlinear RX,7.188003
LearnedNonlinear,Learned + Nonlinear RX,4.920786
LearnedNonlinear,Learned + Nonlinear RX,6.0718184
LearnedNonlinear,Learned + Nonlinear RX,6.613257
LearnedNonlinear,Learned + Nonlinear RX,5.771617
LearnedNonlinear,Learned + Nonlinear RX,4.994035
LearnedNonlinear,Learned + Nonlinear RX,6.442778
LearnedNonlinear,Learned + Nonlinear RX,5.1885443
LearnedNonlinear,Learned + Nonlinear RX,5.514621
LearnedNonlinear,Learned + Nonlinear RX,5.7427177
LearnedNonlinear,Learned + Nonlinear RX,5.0511637
LearnedNonlinear,Learned + Nonlinear RX,4.9189606
LearnedNonlinear,Learned + Nonlinear RX,5.426905
LearnedNonlinear,Learned + Nonlinear RX,5.032797
LearnedNonlinear,Learned + Nonlinear RX,5.677845
LearnedNonlinear,Learned + Nonlinear RX,4.8063335
LearnedNonlinear,Learned + Nonlinear RX,5.5376043
LearnedNonlinear,Learned + Nonlinear RX,6.409622
LearnedNonlinear,Learned + Nonlinear RX,6.018799
LearnedNonlinear,Learned + Nonlinear RX,4.341687
LearnedNonlinear,Learned + Nonlinear RX,5.4434295
LearnedNonlinear,Learned + Nonlinear RX,6.6955976
LearnedNonlinear,Learned + Nonlinear RX,8.286739
LearnedNonlinear,Learned + Nonlinear RX,4.41015
LearnedNonlinear,Learned + Nonlinear RX,5.7652082
LearnedNonlinear,Learned + Nonlinear RX,5.895872
LearnedNonlinear,Learned + Nonlinear RX,6.032523
LearnedNonlinear,Learned + Nonlinear RX,5.0022993
LearnedNonlinear,Learned + Nonlinear RX,4.7248898
LearnedNonlinear,Learned + Nonlinear RX,4.8419113
LearnedNonlinear,Learned + Nonlinear RX,4.046753
LearnedNonlinear,Learned + Nonlinear RX,4.552238
LearnedNonlinear,Learned + Nonlinear RX,5.7064414
