method,modulation,N,M,K,R,N_data,N_pilots,N_guard,payload_region_fraction,payload_fraction,train_ebn0_db,eval_ebn0_db,eps,ber,ser,evm,bit_errors,bit_total,pilot_symbol_mse,cfo_est_mae,cfo_est_bias,mean_estimated_eps,method_label
OFDM,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.0,0.0001420107754794034,0.0005680431019176137,0.12548775132745504,819,5767168,,,,,Classical OFDM
Learned,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.0,0.00017287514426491478,0.0006915005770596591,0.12641603499650955,997,5767168,,,,,Learned Basis
LearnedNonlinear,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.0,0.00017408891157670453,0.0006963556463068183,0.12641849741339684,1004,5767168,,,,,Learned + Nonlinear RX
OFDM,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.05,0.013556913896040483,0.05409518155184659,0.21754900179803371,78185,5767168,,,,,Classical OFDM
Learned,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.05,0.011479637839577415,0.045824917879971595,0.19719767989590764,66205,5767168,,,,,Learned Basis
LearnedNonlinear,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.05,0.011425018310546875,0.04560089111328125,0.19719430431723595,65890,5767168,,,,,Learned + Nonlinear RX
OFDM,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.1,0.10728437250310724,0.4132142500443893,0.3739212481305003,618727,5767168,,,,,Classical OFDM
Learned,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.1,0.08004257895729759,0.3049226240678267,0.3298684600740671,461619,5767168,,,,,Learned Basis
LearnedNonlinear,16QAM,44,64,50,6,44,4,10,0.78125,0.6875,15.0,12.0,0.1,0.0800111944025213,0.3046549016779119,0.3298695385456085,461438,5767168,,,,,Learned + Nonlinear RX
