method,method_label,modulation,N,M,K,R,train_ebn0_db,eval_ebn0_db,eps,offdiag_leakage,nearest_neighbor_leakage,residual_far_leakage,diag_mean_magnitude,diag_std_magnitude,diag_min_magnitude,diag_max_magnitude,clean_identity_loss,receiver_fro_norm_sq
OFDM,Classical OFDM,16QAM,44,64,50,6,15.0,12.0,0.16999999999999998,0.08659062534570694,0.056333161890506744,0.030257463455200195,0.9531456232070923,2.320687571000235e-07,0.9531455636024475,0.9531459808349609,2.7512497488557663e-11,44.0
OFDM,Classical OFDM,16QAM,44,64,50,6,15.0,12.0,0.18,0.09671604633331299,0.06312138587236404,0.033594660460948944,0.9475622177124023,1.0126412774980054e-07,0.9475619792938232,0.9475622773170471,2.7512497488557663e-11,44.0
OFDM,Classical OFDM,16QAM,44,64,50,6,15.0,12.0,0.19,0.10733553022146225,0.07028768211603165,0.0370478481054306,0.9416805505752563,8.758214420367949e-08,0.941680371761322,0.9416806101799011,2.7512497488557663e-11,44.0
OFDM,Classical OFDM,16QAM,44,64,50,6,15.0,12.0,0.2,0.1184353232383728,0.07782983034849167,0.040605492889881134,0.9355043768882751,9.030554792843759e-08,0.9355041980743408,0.9355044364929199,2.7512497488557663e-11,44.0
Learned,Learned Basis,16QAM,44,64,50,6,15.0,12.0,-0.2,0.004947575740516186,0.0018944793846458197,0.003053096355870366,0.971933126449585,0.012792486697435379,0.9328936338424683,0.9830096960067749,0.0008220357703976333,42.370025634765625
Learned,Learned Basis,16QAM,44,64,50,6,15.0,12.0,-0.19,0.004497867543250322,0.0017108239699155092,0.002787043573334813,0.9726019501686096,0.011771155521273613,0.9371449947357178,0.9831424355506897,0.0008220357703976333,42.370025634765625
Learned,Learned Basis,16QAM,44,64,50,6,15.0,12.0,-0.18000000000000002,0.004072418436408043,0.0015367635060101748,0.002535654930397868,0.973242998123169,0.010798221454024315,0.9412336945533752,0.9832693338394165,0.0008220357703976333,42.370025634765625
Learned,Learned Basis,16QAM,44,64,50,6,15.0,12.0,-0.17,0.0036708631087094545,0.0013722697040066123,0.002298593521118164,0.9738550186157227,0.009876529686152935,0.9451528787612915,0.9833902716636658,0.0008220357703976333,42.370025634765625
Learned,Learned Basis,16QAM,44,64,50,6,15.0,12.0,-0.16,0.003293111454695463,0.001217313576489687,0.002075797878205776,0.9744373559951782,0.00900918710976839,0.9488945007324219,0.9835050702095032,0.0008220357703976333,42.370025634765625
Learned,Learned Basis,16QAM,44,64,50,6,15.0,12.0,-0.15000000000000002,0.0029388011898845434,0.0010718668345361948,0.0018669343553483486,0.9749893546104431,0.008199328556656837,0.9524518251419067,0.9836133718490601,0.0008220357703976333,42.370025634765625
Learned,Learned Basis,16QAM,44,64,50,6,15.0,12.0,-0.14,0.002608118113130331,0.0009358961251564324,0.0016722220461815596,0.9755096435546875,0.007450159173458815,0.9558191299438477,0.9837149381637573,0.0008220357703976333,42.370025634765625
Learned,Learned Basis,16QAM,44,64,50,6,15.0,12.0,-0.13,0.0023006144911050797,0.0008093721116892993,0.0014912423212081194,0.9759976863861084,0.0067650326527655125,0.9589890837669373,0.9838101863861084,0.0008220357703976333,42.370025634765625
