stage,global_epoch,stage_epoch,modulation,N,M,train_ebn0_db,eval_ebn0_db,cfo_span,train_total,train_L0,train_Loff,train_Ldiag,train_LV,train_Lsym,train_Lnn,train_Lspec,val_total,val_L0,val_Loff,val_Ldiag,val_LV,val_Lsym,val_Lnn,val_Lspec,clean_offdiag_leakage,rx_fro_norm_sq,elapsed_s
Stage B,600,250,16QAM,44,64,15.0,12.0,0.05,0.05421045050024986,0.0008283225470222533,0.000517305510584265,0.0029457963537424803,42.40822219848633,0.024881966412067413,7.249098416650668e-05,0.0,0.05503752827644348,0.0008279994362965226,0.0005164286703802645,0.002944638952612877,42.407623291015625,0.025544865056872368,7.256253593368456e-05,0.0,0.00043236464262008667,42.407623291015625,2.077558165998198
Stage B,625,275,16QAM,44,64,15.0,12.0,0.05,0.053571511059999466,0.0008217302965931594,0.0005197834689170122,0.0029108617454767227,42.41325378417969,0.02438342198729515,6.555923027917743e-05,0.0,0.05457831174135208,0.0008034681668505073,0.0005100686103105545,0.002911739517003298,42.43400192260742,0.025202754884958267,6.47481283522211e-05,0.0,0.000418842799263075,42.43400192260742,2.1541230409638956
Stage B,650,300,16QAM,44,64,15.0,12.0,0.05,0.05435708537697792,0.000824715883936733,0.0005310681299306452,0.0028765855822712183,42.42878723144531,0.024999048560857773,6.674472388112918e-05,0.0,0.05417301133275032,0.0008050260948948562,0.0005114693194627762,0.0028734891675412655,42.42367172241211,0.02488444559276104,6.640239735133946e-05,0.0,0.00041616373346187174,42.42367172241211,2.234765790984966
Stage B,675,325,16QAM,44,64,15.0,12.0,0.05,0.05415447801351547,0.0008256735745817423,0.0005120880668982863,0.002834499580785632,42.37846374511719,0.024876059964299202,6.673290045000613e-05,0.0,0.054561205208301544,0.0008239584276452661,0.0005123632727190852,0.0028330269269645214,42.38238525390625,0.025200653821229935,6.742432015016675e-05,0.0,0.0004151386674493551,42.38238525390625,2.3157449159771204
Stage B,700,350,16QAM,44,64,15.0,12.0,0.05,0.0539274699985981,0.0008317530155181885,0.0005137203261256218,0.0028015528805553913,42.42903137207031,0.024675702676177025,6.358303653541952e-05,0.0,0.053763363510370255,0.0008246719953604043,0.0005047476734034717,0.002799787325784564,42.41522216796875,0.02456321381032467,6.256797496462241e-05,0.0,0.00040444883052259684,42.41522216796875,2.3948766250396147
Stage B,725,375,16QAM,44,64,15.0,12.0,0.05,0.05355789139866829,0.0007881291094236076,0.0005070323823019862,0.0027441338170319796,42.42643356323242,0.024428129196166992,6.464519537985325e-05,0.0,0.053435590118169785,0.0007954714237712324,0.0005103284493088722,0.002742185490205884,42.41746139526367,0.024325955659151077,6.459275027737021e-05,0.0,0.0004082196392118931,42.41746139526367,2.473762833047658
Stage B,750,400,16QAM,44,64,15.0,12.0,0.05,0.05237019434571266,0.0007967139245010912,0.0005103787407279015,0.002698856871575117,42.408546447753906,0.023477083072066307,7.065318641252816e-05,0.0,0.05333150550723076,0.0007976887281984091,0.0005082812858745456,0.0026973083149641752,42.40277862548828,0.024248596280813217,7.15553542249836e-05,0.0,0.00040340761188417673,42.40277862548828,2.555841916007921
Stage B,775,425,16QAM,44,64,15.0,12.0,0.05,0.053528279066085815,0.0008099740953184664,0.0005211761454120278,0.0026613869704306126,42.4157600402832,0.024391336366534233,6.649705028394237e-05,0.0,0.05368580296635628,0.0008194092661142349,0.000523383729159832,0.0026603785809129477,42.41228103637695,0.02450963482260704,6.663137901341543e-05,0.0,0.00041349331149831414,42.41228103637695,2.635001040995121
Stage B,800,450,16QAM,44,64,15.0,12.0,0.05,0.052678585052490234,0.0007950948202051222,0.0005116988904774189,0.0026275948621332645,42.40859603881836,0.023732103407382965,7.324141915887594e-05,0.0,0.05337566137313843,0.0007916085887700319,0.0005139525164850056,0.002625113818794489,42.411376953125,0.02428945153951645,7.40663381293416e-05,0.0,0.0003968949895352125,42.411376953125,2.712031333008781
Stage B,825,475,16QAM,44,64,15.0,12.0,0.05,0.05157318338751793,0.0007586104911752045,0.0005173629033379257,0.0025979189667850733,42.468048095703125,0.02285132370889187,7.558413926744834e-05,0.0,0.05316075682640076,0.0007620021933689713,0.0005238995072431862,0.002595767378807068,42.47186279296875,0.024113474413752556,7.47563608456403e-05,0.0,0.0004003744979854673,42.47186279296875,2.7886482500471175
Stage B,850,500,16QAM,44,64,15.0,12.0,0.05,0.05160868167877197,0.0007576767820864916,0.0005103111616335809,0.0025713618379086256,42.44553756713867,0.022900495678186417,7.317129347939044e-05,0.0,0.05253942310810089,0.0007664987933821976,0.0005168051575310528,0.002569018630310893,42.43330383300781,0.02363768219947815,7.419943722197786e-05,0.0,0.0003881972806993872,42.43330383300781,2.8667614159639925
Stage B,875,525,16QAM,44,64,15.0,12.0,0.05,0.05198400467634201,0.0007866661762818694,0.0005296796443872154,0.0025580034125596285,42.431671142578125,0.023172549903392792,7.151103636715561e-05,0.0,0.05298937112092972,0.0007838202291168272,0.00052791484631598,0.0025591107551008463,42.436832427978516,0.0239776112139225,7.214024662971497e-05,0.0,0.00039690910489298403,42.436832427978516,2.944558750023134
Stage B,900,550,16QAM,44,64,15.0,12.0,0.05,0.051418110728263855,0.0007469283300451934,0.0005127940094098449,0.0025479504838585854,42.467044830322266,0.02274937927722931,7.344334881054237e-05,0.0,0.052802398800849915,0.0007413966814056039,0.00050554663175717,0.002547204028815031,42.4616813659668,0.02386949397623539,7.254830416059121e-05,0.0,0.0003709278244059533,42.4616813659668,3.0230760410195217
Stage B,925,575,16QAM,44,64,15.0,12.0,0.05,0.05209624394774437,0.0007718261913396418,0.0005228922236710787,0.0025358288548886776,42.435302734375,0.023279909044504166,7.257289689732715e-05,0.0,0.052693601697683334,0.0007682110881432891,0.0005145909963175654,0.0025363294407725334,42.43163299560547,0.023768775165081024,7.176004874054343e-05,0.0,0.0003804712032433599,42.43163299560547,3.100591875030659
Stage B,950,600,16QAM,44,64,15.0,12.0,0.05,0.05194209888577461,0.0007615783833898604,0.0005106072057969868,0.002532537328079343,42.44004440307617,0.023170502856373787,7.451431883964688e-05,0.0,0.05273083224892616,0.0007602180703543127,0.0005106176249682903,0.0025324386078864336,42.442848205566406,0.023803304880857468,7.242074934765697e-05,0.0,0.0003762312117032707,42.442848205566406,3.179648083052598
Stage B,975,625,16QAM,44,64,15.0,12.0,0.05,0.05174492299556732,0.0007643995922990143,0.0005246481159701943,0.002526672091335058,42.45105743408203,0.023000162094831467,7.073311280691996e-05,0.0,0.05312568321824074,0.0007528499118052423,0.0005144485039636493,0.0025277105160057545,42.4559440612793,0.02411985769867897,7.004548388067633e-05,0.0,0.00038113637128844857,42.4559440612793,3.2590696250554174
Stage B,1000,650,16QAM,44,64,15.0,12.0,0.05,0.05109917372465134,0.0007466142415069044,0.0005001903045922518,0.0025211311876773834,42.443634033203125,0.02251823991537094,7.17892253305763e-05,0.0,0.05280600115656853,0.000743717944715172,0.0004973026807419956,0.002521562622860074,42.444854736328125,0.023887289687991142,7.208112219814211e-05,0.0,0.0003653496387414634,42.444854736328125,3.33763145795092
Stage C,1001,1,16QAM,44,64,15.0,12.0,0.1,0.0566692091524601,0.0007664987933821976,0.0005719813634641469,0.003551401197910309,42.43330383300781,0.0267441775649786,9.254718315787613e-05,0.0,0.07758618146181107,0.0007108848658390343,0.0005120474379509687,0.0035499250516295433,42.42163848876953,0.0435744971036911,8.774422167334706e-05,0.0,0.0003257263742852956,42.42163848876953,3.3435327080078423
Stage C,1025,25,16QAM,44,64,15.0,12.0,0.1,0.05827813595533371,0.0008676017168909311,0.0006252486491575837,0.0035338574089109898,42.37081527709961,0.027940107509493828,9.197453618980944e-05,0.0,0.07699218392372131,0.0008679343736730516,0.0006202895892783999,0.00353383575566113,42.36651611328125,0.04291591793298721,9.249274444300681e-05,0.0,0.0004392059345263988,42.36651611328125,3.4277244999539107
Stage C,1050,50,16QAM,44,64,15.0,12.0,0.1,0.057031672447919846,0.0009112886618822813,0.0006322965491563082,0.0035124020650982857,42.32792282104492,0.026921452954411507,9.391306230099872e-05,0.0,0.07780566811561584,0.000918935111258179,0.0006318702362477779,0.003513968549668789,42.33513641357422,0.0435326062142849,9.291502647101879e-05,0.0,0.00045134141691960394,42.33513641357422,3.514048625016585
Stage C,1075,75,16QAM,44,64,15.0,12.0,0.1,0.059482552111148834,0.0008855013293214142,0.0006158235482871532,0.003507459070533514,42.391082763671875,0.028892874717712402,9.075558045879006e-05,0.0,0.07767246663570404,0.0008678544545546174,0.0006113825365900993,0.0035061712842434645,42.39783477783203,0.043459974229335785,9.03321779333055e-05,0.0,0.000430586893344298,42.39783477783203,3.5994643330341205
Stage C,1100,100,16QAM,44,64,15.0,12.0,0.1,0.060420289635658264,0.000888437032699585,0.0006180094205774367,0.003497655503451824,42.385276794433594,0.02964593656361103,8.727615932002664e-05,0.0,0.07733998447656631,0.000898511556442827,0.0006166284438222647,0.003498977283015847,42.370567321777344,0.04317981377243996,8.785398676991463e-05,0.0,0.00043894798727706075,42.370567321777344,3.6848558749770746
Stage C,1125,125,16QAM,44,64,15.0,12.0,0.1,0.05663017928600311,0.0008548948680981994,0.0005948487669229507,0.0034860949963331223,42.38511276245117,0.026662373915314674,8.354541205335408e-05,0.0,0.07702557742595673,0.0008529181941412389,0.0005952136707492173,0.0034857953432947397,42.38866424560547,0.042976073920726776,8.645057823741809e-05,0.0,0.00041924379183910787,42.38866424560547,3.7694712500087917
Stage C,1150,150,16QAM,44,64,15.0,12.0,0.1,0.056718625128269196,0.0008703945786692202,0.0006048018112778664,0.0034842127934098244,42.38741683959961,0.026716051623225212,7.99798799562268e-05,0.0,0.07750414311885834,0.0008635090198367834,0.0006021209410391748,0.0034850023221224546,42.39532470703125,0.043346505612134933,8.239222370320931e-05,0.0,0.0004295724502298981,42.39532470703125,3.8548268330050632
Stage C,1175,175,16QAM,44,64,15.0,12.0,0.1,0.05841417238116264,0.0008412838215008378,0.0005868689622730017,0.003478972939774394,42.41522216796875,0.028090814128518105,8.850960875861347e-05,0.0,0.07687995582818985,0.0008530266932211816,0.0005925042205490172,0.003479714971035719,42.40550994873047,0.04285261034965515,8.98302168934606e-05,0.0,0.00042434828355908394,42.40550994873047,3.941388083039783
Stage C,1200,200,16QAM,44,64,15.0,12.0,0.1,0.05766957625746727,0.0008633032557554543,0.000588341208640486,0.0034758755937218666,42.393062591552734,0.027484433725476265,9.002532169688493e-05,0.0,0.07688010483980179,0.0008590727811679244,0.0005794500466436148,0.003476023441180587,42.3870849609375,0.04286642372608185,8.842445095069706e-05,0.0,0.0004156587820034474,42.3870849609375,4.035884791053832
Stage C,1225,225,16QAM,44,64,15.0,12.0,0.1,0.05789588391780853,0.0008420040248893201,0.0005738704930990934,0.0034680699463933706,42.402801513671875,0.027693890035152435,8.579739369452e-05,0.0,0.07513017952442169,0.0008488093153573573,0.0005715726292692125,0.0034651472233235836,42.38074493408203,0.04148874804377556,8.356223406735808e-05,0.0,0.0004097163036931306,42.38074493408203,4.127386749954894
Stage C,1250,250,16QAM,44,64,15.0,12.0,0.1,0.05732077360153198,0.0008470456814393401,0.000568295072298497,0.003459098283201456,42.38227081298828,0.0272420272231102,8.722839265828952e-05,0.0,0.07604270428419113,0.0008600381552241743,0.0005699425237253308,0.003460570704191923,42.37978744506836,0.04221112281084061,8.456360956188291e-05,0.0,0.00040962803177535534,42.37978744506836,4.216368000023067
Stage C,1275,275,16QAM,44,64,15.0,12.0,0.1,0.05759144946932793,0.0008352532749995589,0.0005684400675818324,0.0034538921900093555,42.410606384277344,0.027450650930404663,9.480331209488213e-05,0.0,0.07597008347511292,0.0008344521629624069,0.0005689348909072578,0.0034530367702245712,42.41469955444336,0.042152516543865204,9.457970736548305e-05,0.0,0.0004115439369343221,42.41469955444336,4.30300387495663
Stage C,1300,300,16QAM,44,64,15.0,12.0,0.1,0.05427408963441849,0.0008325864910148084,0.0005459596868604422,0.0034412206150591373,42.36492156982422,0.024842310696840286,8.669712406117469e-05,0.0,0.07597778737545013,0.0008398166391998529,0.0005483748973347247,0.0034417579881846905,42.3646125793457,0.04219783842563629,8.664271445013583e-05,0.0,0.00039202257175929844,42.3646125793457,4.389282915974036
Stage C,1325,325,16QAM,44,64,15.0,12.0,0.1,0.056876588612794876,0.0008198688155971467,0.0005449075251817703,0.0034385493490844965,42.390464782714844,0.02691795490682125,9.516977297607809e-05,0.0,0.07611661404371262,0.0008260963368229568,0.0005507242167368531,0.0034387586638331413,42.39616394042969,0.042299143970012665,9.443090675631538e-05,0.0,0.00039532678783871233,42.39616394042969,4.474945415975526
Stage C,1350,350,16QAM,44,64,15.0,12.0,0.1,0.05677318572998047,0.0008354161400347948,0.0005546580068767071,0.003436621278524399,42.39137268066406,0.026820361614227295,8.985966996988282e-05,0.0,0.07557006925344467,0.0008437359356321394,0.0005639561568386853,0.003435735823586583,42.393646240234375,0.04184392839670181,8.964724838733673e-05,0.0,0.00041186847374774516,42.393646240234375,4.56062666606158
Stage C,1375,375,16QAM,44,64,15.0,12.0,0.1,0.05593952536582947,0.0008548147743567824,0.0005620329175144434,0.003424684749916196,42.359275817871094,0.02614465542137623,9.270422015106305e-05,0.0,0.07630639523267746,0.000858166953548789,0.0005684050847776234,0.0034242630936205387,42.3634147644043,0.04243076220154762,9.103390038944781e-05,0.0,0.0004164125130046159,42.3634147644043,4.646416416042484
Stage C,1400,400,16QAM,44,64,15.0,12.0,0.1,0.05665585398674011,0.0008312833961099386,0.0005497834063135087,0.0034232197795063257,42.38962936401367,0.02673317864537239,9.299626981373876e-05,0.0,0.07561135292053223,0.0008353902376256883,0.0005495116347447038,0.0034235226921737194,42.383480072021484,0.04189833626151085,9.137362940236926e-05,0.0,0.00039625263889320195,42.383480072021484,4.731864333036356
Stage C,1425,425,16QAM,44,64,15.0,12.0,0.1,0.05602459982037544,0.0008232677937485278,0.0005431266617961228,0.00341314310207963,42.399261474609375,0.026232885196805,9.764681453816593e-05,0.0,0.07639817148447037,0.0008144811145029962,0.0005388343706727028,0.0034132124856114388,42.399925231933594,0.04254302754998207,9.60099496296607e-05,0.0,0.00038515168125741184,42.399925231933594,4.81658891600091
Stage C,1450,450,16QAM,44,64,15.0,12.0,0.1,0.05818866938352585,0.0007957646739669144,0.000542765948921442,0.0034087160602211952,42.4348258972168,0.027973081916570663,9.734652121551335e-05,0.0,0.0758119747042656,0.0007964228861965239,0.0005357826012186706,0.003408260177820921,42.422569274902344,0.04208129271864891,9.723723633214831e-05,0.0,0.00038140054675750434,42.422569274902344,4.9022298329509795
Stage C,1475,475,16QAM,44,64,15.0,12.0,0.1,0.05620245262980461,0.0008138930425047874,0.0005413215840235353,0.0034008552320301533,42.39677047729492,0.026387613266706467,9.664808749221265e-05,0.0,0.07527060806751251,0.0008083071443252265,0.0005381123628467321,0.003402057569473982,42.40467071533203,0.041647348552942276,9.464038885198534e-05,0.0,0.00038356485310941935,42.40467071533203,4.9888233749661595
Stage C,1500,500,16QAM,44,64,15.0,12.0,0.1,0.055758070200681686,0.0008070218027569354,0.0005399556248448789,0.0033955408725887537,42.408782958984375,0.02602996863424778,0.00010185282008023933,0.0,0.07558928430080414,0.000810881145298481,0.000537489540874958,0.003394747618585825,42.39690399169922,0.041899699717760086,0.00010048369586002082,0.0,0.0003833693917840719,42.39690399169922,5.07443941605743
Stage C,1525,525,16QAM,44,64,15.0,12.0,0.1,0.05764032155275345,0.0008136408287100494,0.0005414578481577337,0.0033885580487549305,42.38783645629883,0.027539417147636414,0.00010112319432664663,0.0,0.07572682201862335,0.0008228184306062758,0.0005471853073686361,0.003387670498341322,42.379920959472656,0.042000822722911835,0.00010069359268527478,0.0,0.0003947150835301727,42.379920959472656,5.160194625030272
Stage C,1550,550,16QAM,44,64,15.0,12.0,0.1,0.05624767020344734,0.0008164698374457657,0.0005424603004939854,0.0033874614164233208,42.399879455566406,0.02641856111586094,0.00010009166726376861,0.0,0.07620306313037872,0.0008309808908961713,0.000548258307389915,0.0033880656119436026,42.39268493652344,0.042370107024908066,9.983510244637728e-05,0.0,0.00039577088318765163,42.39268493652344,5.246340207988396
Stage C,1575,575,16QAM,44,64,15.0,12.0,0.1,0.05514658987522125,0.0008652439573779702,0.0005606188206002116,0.0033824085257947445,42.36634063720703,0.025498388335108757,0.00010163583647226915,0.0,0.07663335651159286,0.0008630452794022858,0.0005491523770615458,0.003382905852049589,42.3568115234375,0.04270175099372864,0.00010141497477889061,0.0,0.00039800035301595926,42.3568115234375,5.33291358302813
Stage C,1600,600,16QAM,44,64,15.0,12.0,0.1,0.05676192790269852,0.0008090406772680581,0.0005365863326005638,0.0033746748231351376,42.40062713623047,0.02683848701417446,0.00010372368706157431,0.0,0.07525011897087097,0.0008089882903732359,0.0005373652093112469,0.003374788211658597,42.40056228637695,0.041629984974861145,0.00010207625746261328,0.0,0.00038460115320049226,42.40056228637695,5.4188717500073835
Stage C,1625,625,16QAM,44,64,15.0,12.0,0.1,0.05726248770952225,0.0008333621663041413,0.0005423101829364896,0.0033735984470695257,42.37711715698242,0.027220869436860085,0.00010832158295670524,0.0,0.07588516920804977,0.000832019024528563,0.0005428367294371128,0.00337445130571723,42.380863189697266,0.04211995378136635,0.00010620051762089133,0.0,0.0003913218097295612,42.380863189697266,5.504440375021659
Stage C,1650,650,16QAM,44,64,15.0,12.0,0.1,0.05800098553299904,0.0008337698527611792,0.0005433152546174824,0.0033693944569677114,42.372406005859375,0.027817176654934883,0.00010369463416282088,0.0,0.07438544183969498,0.0008412526804022491,0.0005437050713226199,0.0033695772290229797,42.36351776123047,0.040922269225120544,0.00010339394066249952,0.0,0.00039273547008633614,42.36351776123047,5.5915118750417605
Stage C,1675,675,16QAM,44,64,15.0,12.0,0.1,0.05869540199637413,0.0008314031874760985,0.0005386359989643097,0.0033651767298579216,42.36212158203125,0.028382189571857452,0.00010427059169160202,0.0,0.07573042809963226,0.0008403706015087664,0.0005453726626001298,0.003364332253113389,42.35755157470703,0.04199822619557381,0.00010644388385117054,0.0,0.0003953338891733438,42.35755157470703,5.67825975001324
Stage C,1700,700,16QAM,44,64,15.0,12.0,0.1,0.058939866721630096,0.0008646737551316619,0.000554388330783695,0.0033662007190287113,42.380653381347656,0.028527669608592987,0.000109464192064479,0.0,0.07660281658172607,0.0008438755176030099,0.0005402411334216595,0.0033642775379121304,42.369930267333984,0.042693573981523514,0.00010474992450326681,0.0,0.00039034243673086166,42.369930267333984,5.764730290975422
