method,method_label,papr_mean_db,papr_p95_db,papr_max_db
OFDM,Classical OFDM,6.651248931884766,8.411787986755371,10.513433456420898
Learned,Learned Basis,5.629544734954834,7.021373748779297,9.273158073425293
