scheme,stage,modulation,N,M,train_ebn0_db,eval_ebn0_db,epochs,cfo_span,best_global_epoch,best_stage_epoch,val_total,val_Lce,val_Lmse,val_Lguard,val_Leps,val_Lhard,val_L0,val_Loff,val_Ldiag,val_LV,val_Lnn,val_Lspec,val_ber,val_ser,hard_cfo_weighted_ber,residual_scale,cancellation_scale,eps_hat_mae,clean_identity_loss,clean_offdiag_leakage,mean_validation_offdiag,mean_validation_diag_loss,mean_validation_local_leakage,validation_symbol_loss,validation_spectral_loss,receiver_fro_norm_sq,stage_failed,stop_reason
LearnedNonlinear,NonlinearOnly,16QAM,45,64,15.0,12.0,50,0.1,1,1,4.355109214782715,2.0722858905792236,0.051872096955776215,0.09855713695287704,0.2875150144100189,2.203092098236084,0.0016871170373633504,0.0014811931177973747,0.004535644315183163,43.64590072631836,0.0001474570599384606,0.0,0.02673611044883728,0.10208333283662796,0.06973740458488464,0.09999999403953552,0.09999999403953552,0.045201949775218964,0.0016871170373633504,0.001452931552194059,0.001595220877788961,0.00860517006367445,0.00016694322403054684,0.051872096955776215,0.0,43.64590072631836,False,Completed.
LearnedNonlinear,ReopenV,16QAM,45,64,15.0,12.0,35,0.1,70,20,4.308624267578125,2.058791399002075,0.05191487446427345,0.062143586575984955,0.2867034375667572,2.1789071559906006,0.00140477588865906,0.0014578315895050764,0.004665779881179333,44.98101806640625,0.00013921155186835676,0.0,0.02569444477558136,0.09965277463197708,0.0716124102473259,0.10103073716163635,0.10102999210357666,0.04512329027056694,0.00140477588865906,0.0013811163371428847,0.0015302514657378197,0.008853300474584103,0.00015360895486082882,0.05191487446427345,0.0,44.98101806640625,False,Completed.
