scheme,stage,modulation,N,M,train_ebn0_db,eval_ebn0_db,epochs,cfo_span,best_global_epoch,best_stage_epoch,val_total,val_Lce,val_Lmse,val_Lguard,val_Leps,val_Lhard,val_L0,val_Loff,val_Ldiag,val_LV,val_Lnn,val_Lspec,val_ber,val_ser,hard_cfo_weighted_ber,residual_scale,cancellation_scale,eps_hat_mae,clean_identity_loss,clean_offdiag_leakage,mean_validation_offdiag,mean_validation_diag_loss,mean_validation_local_leakage,validation_symbol_loss,validation_spectral_loss,receiver_fro_norm_sq,stage_failed,stop_reason
LearnedNonlinear,NonlinearOnly,16QAM,45,64,15.0,12.0,60,0.1,1,1,4.349549293518066,2.066683769226074,0.05147736519575119,0.09856157004833221,0.28751370310783386,2.2031376361846924,0.0016871170373633504,0.0014811931177973747,0.004535644315183163,43.64590072631836,0.0001474570599384606,0.0,0.02508680522441864,0.09791667014360428,0.07044487446546555,0.09999999403953552,0.09999999403953552,0.04520155489444733,0.0016871170373633504,0.001452931552194059,0.001595220877788961,0.00860517006367445,0.00016694322403054684,0.05147736519575119,0.0,43.64590072631836,False,Completed.
