method,method_label,modulation,N,M,K,R,N_data,N_pilots,N_guard,payload_region_fraction,payload_fraction,train_ebn0_db,eval_ebn0_db,stage_failed,failed_stage,stop_reason,clean_identity_loss,clean_offdiag_leakage,clean_nearest_neighbor_leakage,receiver_fro_norm_sq,integrated_log10_ber,integrated_offdiag_leakage,integrated_nearest_neighbor_leakage,small_mid_integrated_offdiag_leakage,small_mid_integrated_nearest_neighbor_leakage,ber_at_0,ber_at_0p05,ber_at_0p10,evm_at_0,evm_at_0p05,evm_at_0p10,pilot_symbol_mse_at_0p10,cfo_est_mae_at_0p10,robust_window_ber_le_0.01,robust_window_ber_le_0.1
OFDM,Classical OFDM,16QAM,45,64,50,5,45,4,10,0.78125,0.703125,15.0,12.0,False,,Fixed baseline.,2.7579010256073566e-11,0.0,1.2562809950308895e-12,45.0,-0.4235790782713624,0.0010452936636283995,0.0006649817264531639,0.0010329212155193092,0.0006571535218972713,0.00015190972222222222,0.005967881944444444,0.10562065972222222,0.12503044120967388,0.19039201736450195,0.37138740718364716,,,0.04,0.08
Learned,Learned Basis,16QAM,45,64,50,5,45,4,10,0.78125,0.703125,15.0,12.0,False,,Completed Stage 2 nonlinear-only receiver training.,0.0016871124971657991,0.0014529316686093807,6.795571971451864e-05,43.64590072631836,-0.3993712290421524,0.00016189820016734304,8.831960549287033e-06,0.00013260265579447152,7.388552658085246e-06,0.00015190972222222222,0.00959201388888889,0.10247395833333334,0.12993566691875458,0.19357355684041977,0.3783303201198578,,,0.04,0.08
LearnedNonlinear,Learned + Nonlinear RX,16QAM,45,64,50,5,45,4,10,0.78125,0.703125,15.0,12.0,False,,Completed Stage 2 nonlinear-only receiver training.,,,,,-0.3995778448080406,,,,,0.00015190972222222222,0.009548611111111112,0.10256076388888889,0.1299409531056881,0.1935729868710041,0.378324419260025,,,0.04,0.08
