method,method_label,eps,integrated_log10_ber_vs_snr,ber_at_lowest_snr,ber_at_highest_snr
OFDM,Classical OFDM,0.0,-76.64990437160115,0.14100884331597222,0.0
Learned,Learned Basis,0.0,-70.15497173452864,0.14193945990668402,0.0
LearnedNonlinear,Learned + Nonlinear RX,0.0,-70.06348274509953,0.1422542995876736,0.0
OFDM,Classical OFDM,0.05,-33.914709995798546,0.1558347913953993,0.0017913818359375
Learned,Learned Basis,0.05,-29.726364040519147,0.15678592258029514,0.009338548448350694
LearnedNonlinear,Learned + Nonlinear RX,0.05,-29.930452216904676,0.15697021484375,0.008461507161458333
OFDM,Classical OFDM,0.1,-18.331341213727054,0.19471079508463543,0.09920772976345486
Learned,Learned Basis,0.1,-18.658148208206082,0.19459567599826388,0.09643588595920138
LearnedNonlinear,Learned + Nonlinear RX,0.1,-18.696604888833793,0.1947996351453993,0.09550560845269097
